id,predicted_price
2591820310,362865.12
7974200820,952670.1
7701450110,1111770.1
9522300010,1715692
9510861140,718263
1761300310,258532.36
7732410120,804232.4
7010701383,667060.06
291310170,417086.56
4232901990,610250.6
6840701125,587027.3
3971700580,387942.56
4202400078,239480.5
6064800090,325696.28
2626119028,228607.12
3303980660,1097573.4
862000020,888479.94
2386000070,942268.2
1138000450,374809.56
1775800420,469867.6
2291401425,428936.97
2025770560,848178.4
3525069037,728905.6
9324800450,561589
8080400136,539636.7
8651540040,517247.94
9407001790,254889.5
1773101530,155436.28
9432900250,331019.7
1794500695,637121.06
2220069003,313590.25
923000120,477536.94
5728000060,545446.06
16000200,246345.3
1926059094,461011.12
6672900220,901559.6
3629860060,909938.4
1822069109,443390.22
6675500105,379899.2
249000180,1794761
226059065,503236.06
396100110,241168.95
9264450460,297724.34
7853361210,396238.97
9474700020,287383.1
421000455,247093.3
3755200220,401876.66
7960100075,489522.94
9477100490,405829.75
9138100350,683950.5
1624049275,483385.38
2770606890,513897.6
1157200189,381733.25
2770601800,567748.94
9301300805,539888.94
2325069032,1300421
1021079099,343147.4
7215730040,769237.1
1853200080,436756.34
3224600340,709475.3
3222049120,405557.38
2113700025,267121.7
7893207925,222279.86
3586501085,584904.4
8024200010,405415.84
7116500705,179206.25
1598600209,313972.7
7204200025,782798.6
4206901505,559007.56
2937300440,881297.56
7205000180,343051.53
8718500665,366219.3
5318101765,926399
4122700020,963019.6
8078700020,481211.62
3303980680,986712.94
8924100372,1193520
2781270210,207856.88
519000043,552695.7
3225069301,1406172.2
151000075,719659.6
2297400020,425416.75
6617500085,675963.5
104510180,245832.03
3528900060,969889.9
3345100286,590731.6
1226039130,457060.28
8712100720,754948.2
3037200010,368148.4
3626039268,405823.97
104510230,246862.23
5112800060,414361.28
6072400280,660195.25
5317100570,1073725.9
9528102993,515020.16
2919201095,481668.9
6181400920,253639.97
185000161,237799.1
8691400010,744211.94
3345700165,555498.5
6151800486,252169.69
4340000080,1304790
4136960010,531950.25
3634100030,325687.28
1624059224,1039247.75
2788400090,246325.56
9828200762,444080.84
7524400250,544560.44
3528000290,743585.5
5700003630,2069383.5
2720069019,308213.06
7227501170,231856.45
2397101270,621561.4
6792100090,749653.4
2770602265,564450.9
3971700937,283704.97
422049203,215582.81
3076500830,335267.75
1423400260,279679.7
9161100795,453215.88
3126049052,541106.94
5100401468,405834.8
514500235,440558.16
1423200170,195800.45
1402100070,408927.3
624110020,753695.75
2407000145,206522.53
1890000225,775478.1
1320069271,319855.2
5490700085,344409.3
263000155,449849.34
3726800201,408460.78
5153200358,304414.03
2725079018,743305.44
7165700200,258037
9429000170,560134.6
8718500075,386202.8
1760650950,295324.88
1068000559,1230499
4113800500,673439.9
4077800507,567735.44
2725069150,742370.3
4008400035,628590.2
7016310270,442335.62
1432701230,225752.06
3278606050,325287.16
2473350710,389779
2185000685,155204.03
7792000025,391926.75
6868200029,487678.2
624069003,766212.6
7431500280,783466.25
3296000040,582160.8
1118001215,1560698.9
6453900040,705787.25
333100209,664169.94
34001765,672238.06
8946700100,391168.75
5561401210,588961.94
6671900095,353558.62
3275850020,712852.2
3876300600,417621.12
1450900020,258018.55
8562780280,322507.44
7663700973,306639.53
2126049032,386485.38
1823059159,183356.84
3438503426,285840.94
9297301495,508731.7
7140700850,348839.2
7942601805,697911.94
2555900030,344211.62
2887970040,268333.47
7419700010,649415.25
2239000011,378779.9
9283800050,365009.75
9407001340,267519.9
217500140,541406.3
7212660520,239140.67
3298201170,350073.28
3057000400,272119.4
6865200444,519084.75
6071600340,539287.4
6821600005,671600.5
1235100371,757677.5
7796450340,361049.78
3603000410,157556.02
9297300255,545988.9
9126100850,505812.12
2770601462,492104.38
2599001500,226830.03
1102000095,794102.1
1853080640,938155.25
9551201585,901845.1
3438500796,319062.16
7518504291,533146.3
9269200340,395754.44
715010130,1607658.4
1982201485,664425.9
9526500080,390625.56
9277200180,458144.75
6669150280,305240.5
8917100153,612253
3760500516,1078891
2725069050,964346.75
3332000091,318429.25
8562770080,612158.44
8151601190,282731.53
8563040160,632976.75
240000269,634683.75
4307350200,309331.16
1311910300,275085.88
3574900030,497440.53
7853230570,430629.3
320069049,353826.1
9839301060,650439.2
7011201333,630723.7
2781320100,286288.9
3421069120,452821
7852030320,461148.34
5316101075,2063276.6
5309100750,525702.2
629000730,723979.25
511700170,299289.78
1562100030,549259.8
2489200230,528951.4
524069116,493334.56
5315100737,834046.5
1868900675,821475.25
1608000120,343432.22
705700240,348089.12
7575600610,273670.25
1778500015,725023.25
5423500240,198730.88
6713700025,367468.25
2734100734,282262.22
301402280,198491.08
2113700205,278770.56
4114601570,3176166
3332000615,312074.38
3630050180,347356.25
6852700520,553270.56
6870310010,683332.4
6163900981,300133.84
393000142,361966.16
1771100130,328794.97
1442860160,391423.25
9191200435,552634.56
6788200800,921582.44
1115300070,680434.7
3176600105,770956.44
2770604665,558319.25
5469500580,421816.38
5680000545,521847.97
3424089119,554406.1
1328300180,344757.3
1773100922,347804.44
4123830480,332271.53
9808610190,1010223
4250200140,273864.25
4217402115,3621319.5
3831250350,358525.12
2397101055,864027.56
6817850110,813570.44
7526800200,648233.4
7853370100,642743
2523089025,930063.8
9476200680,265706.5
5714200140,409839.75
3575304895,579206.94
263000018,391517.3
8080400177,519174.84
6450304130,331063.56
514500090,586214.44
9477000300,432417.03
853600310,1292621.5
1951600240,190799.23
1099900120,340095.03
5323100120,566412.06
1223089016,452470.9
522059172,248065.36
1930300190,703862.2
9542840410,308035.56
8665050530,496025.5
5592900205,333433
5450300010,622993.4
2459960030,327965.72
3331500455,545529.3
3432500705,403007.34
3702900165,311194.38
5249803550,597216.4
626049058,451465.3
1788900380,165409.69
8075400360,220512.2
9113200250,763704.5
2738640040,633257.5
7821200307,464367.75
3530440140,245786.1
3582700130,445090.78
9276200569,750322.9
7197800020,567204
686200490,522964.44
3501600100,367025.9
6383000690,593121.75
7604400150,366076.8
5249801411,705888.25
2607720420,442647.03
9561100010,390588.3
1796370590,245111.47
4077800593,389231.1
854000165,252156.69
5536100010,755708.1
4188000670,816827.9
31000165,1299034
662350050,899432.44
4137000280,271229.2
6169901130,956065
1953400510,246467.27
7518506716,931539.1
1552520010,373063.94
7955080270,326087.9
9212900100,529893
3438500798,319523.78
7899800890,238983.36
4319200605,480186.12
1329300480,352446.66
8935100100,775479.6
5016001260,500373.3
4337600280,279372.84
1446401220,193445.12
7135521530,655355
6888900115,243745.7
2413301070,302702.25
345700040,309481.62
5566100145,437943.78
7634800070,382349
9346910500,682679.06
3529300060,301454.8
8128600060,997322.94
8572900275,211049.44
4139420590,1440217.6
